Date,Eu_interest_rate
9.7.2023,3.5
10.7.2023,3.5
11.7.2023,3.5
12.7.2023,3.5
13.7.2023,3.5
14.7.2023,3.5
15.7.2023,3.5
16.7.2023,3.5
17.7.2023,3.5
18.7.2023,3.5
19.7.2023,3.5
20.7.2023,3.5
21.7.2023,3.5
22.7.2023,3.5
23.7.2023,3.5
24.7.2023,3.5
25.7.2023,3.5
26.7.2023,3.5
27.7.2023,3.5
28.7.2023,3.5
29.7.2023,3.5
30.7.2023,3.5
31.7.2023,3.5
1.8.2023,3.5
2.8.2023,3.75
3.8.2023,3.75
4.8.2023,3.75
5.8.2023,3.75
6.8.2023,3.75
7.8.2023,3.75
8.8.2023,3.75
9.8.2023,3.75
10.8.2023,3.75
11.8.2023,3.75
12.8.2023,3.75
13.8.2023,3.75
14.8.2023,3.75
15.8.2023,3.75
16.8.2023,3.75
17.8.2023,3.75
18.8.2023,3.75
19.8.2023,3.75
20.8.2023,3.75
21.8.2023,3.75
22.8.2023,3.75
23.8.2023,3.75
24.8.2023,3.75
25.8.2023,3.75
26.8.2023,3.75
27.8.2023,3.75
28.8.2023,3.75
29.8.2023,3.75
30.8.2023,3.75
31.8.2023,3.75
1.9.2023,3.75
2.9.2023,3.75
3.9.2023,3.75
4.9.2023,3.75
5.9.2023,3.75
6.9.2023,3.75
7.9.2023,3.75
8.9.2023,3.75
9.9.2023,3.75
10.9.2023,3.75
11.9.2023,3.75
12.9.2023,3.75
13.9.2023,3.75
14.9.2023,3.75
15.9.2023,3.75
16.9.2023,3.75
17.9.2023,3.75
18.9.2023,3.75
19.9.2023,3.75
20.9.2023,4
21.9.2023,4
22.9.2023,4
23.9.2023,4
24.9.2023,4
25.9.2023,4
26.9.2023,4
27.9.2023,4
28.9.2023,4
29.9.2023,4
30.9.2023,4
1.10.2023,4
2.10.2023,4
3.10.2023,4
4.10.2023,4
5.10.2023,4
6.10.2023,4
7.10.2023,4
8.10.2023,4
9.10.2023,4
10.10.2023,4
11.10.2023,4
12.10.2023,4
13.10.2023,4
14.10.2023,4
15.10.2023,4
16.10.2023,4
17.10.2023,4
18.10.2023,4
19.10.2023,4
20.10.2023,4
21.10.2023,4
22.10.2023,4
23.10.2023,4
24.10.2023,4
25.10.2023,4
26.10.2023,4
27.10.2023,4
28.10.2023,4
29.10.2023,4
30.10.2023,4
31.10.2023,4
1.11.2023,4
2.11.2023,4
3.11.2023,4
4.11.2023,4
5.11.2023,4
6.11.2023,4
7.11.2023,4
8.11.2023,4
9.11.2023,4
10.11.2023,4
11.11.2023,4
12.11.2023,4
13.11.2023,4
14.11.2023,4
15.11.2023,4
16.11.2023,4
17.11.2023,4
18.11.2023,4
19.11.2023,4
20.11.2023,4
21.11.2023,4
22.11.2023,4
23.11.2023,4
24.11.2023,4
25.11.2023,4
26.11.2023,4
27.11.2023,4
28.11.2023,4
29.11.2023,4
30.11.2023,4
1.12.2023,4
2.12.2023,4
3.12.2023,4
4.12.2023,4
5.12.2023,4
6.12.2023,4
7.12.2023,4
8.12.2023,4
9.12.2023,4
10.12.2023,4
11.12.2023,4
12.12.2023,4
13.12.2023,4
14.12.2023,4
15.12.2023,4
16.12.2023,4
17.12.2023,4
18.12.2023,4
19.12.2023,4
20.12.2023,4
21.12.2023,4
22.12.2023,4
23.12.2023,4
24.12.2023,4
25.12.2023,4
26.12.2023,4
27.12.2023,4
28.12.2023,4
29.12.2023,4
30.12.2023,4
31.12.2023,4
1.1.2024,4
2.1.2024,4
3.1.2024,4
4.1.2024,4
5.1.2024,4
6.1.2024,4
7.1.2024,4
8.1.2024,4
9.1.2024,4
10.1.2024,4
11.1.2024,4
12.1.2024,4
13.1.2024,4
14.1.2024,4
15.1.2024,4
16.1.2024,4
17.1.2024,4
18.1.2024,4
19.1.2024,4
20.1.2024,4
21.1.2024,4
22.1.2024,4
23.1.2024,4
24.1.2024,4
25.1.2024,4
26.1.2024,4
27.1.2024,4
28.1.2024,4
29.1.2024,4
30.1.2024,4
31.1.2024,4
1.2.2024,4
2.2.2024,4
3.2.2024,4
4.2.2024,4
5.2.2024,4
6.2.2024,4
7.2.2024,4
